Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
65,0,0.724,0.238,0.036,0.002,0.000,0.000,0
65,1,0.055,0.750,0.186,0.009,0.000,0.000,0
65,2,0.002,0.115,0.750,0.126,0.006,0.000,0
65,3,0.000,0.014,0.184,0.731,0.071,0.000,0
65,4,0.000,0.000,0.035,0.214,0.751,0.000,0
65,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,0,0.943,0.052,0.005,0.000,0.000,0.000,0
66,1,0.023,0.924,0.052,0.001,0.000,0.000,0
66,2,0.001,0.053,0.913,0.033,0.000,0.000,0
66,3,0.000,0.002,0.076,0.904,0.018,0.000,0
66,4,0.000,0.000,0.000,0.094,0.906,0.000,0
66,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,0,0.928,0.072,0.000,0.000,0.000,0.000,0
67,1,0.010,0.955,0.035,0.000,0.000,0.000,0
67,2,0.001,0.030,0.943,0.027,0.000,0.000,0
67,3,0.000,0.000,0.041,0.952,0.007,0.000,0
67,4,0.000,0.000,0.000,0.056,0.944,0.000,0
67,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,0,0.842,0.146,0.012,0.000,0.000,0.000,0
68,1,0.060,0.817,0.115,0.007,0.000,0.000,0
68,2,0.005,0.109,0.800,0.084,0.002,0.000,0
68,3,0.000,0.009,0.168,0.787,0.036,0.000,0
68,4,0.000,0.000,0.008,0.184,0.807,0.000,0
68,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,0,0.903,0.090,0.007,0.000,0.000,0.000,0
69,1,0.008,0.905,0.083,0.004,0.000,0.000,0
69,2,0.001,0.018,0.930,0.050,0.002,0.000,0
69,3,0.000,0.002,0.028,0.934,0.036,0.000,0
69,4,0.000,0.000,0.004,0.055,0.941,0.000,0
69,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,0,0.958,0.042,0.000,0.000,0.000,0.000,0
70,1,0.007,0.961,0.032,0.001,0.000,0.000,0
70,2,0.000,0.020,0.959,0.020,0.000,0.000,0
70,3,0.000,0.000,0.026,0.959,0.015,0.000,0
70,4,0.000,0.000,0.004,0.060,0.936,0.000,0
70,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,0,0.693,0.256,0.050,0.000,0.000,0.000,0
71,1,0.045,0.717,0.216,0.022,0.000,0.000,0
71,2,0.003,0.124,0.710,0.155,0.009,0.000,0
71,3,0.000,0.016,0.176,0.737,0.071,0.000,0
71,4,0.000,0.000,0.030,0.208,0.761,0.000,0
71,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,0,0.860,0.131,0.009,0.000,0.000,0.000,0
72,1,0.019,0.881,0.096,0.004,0.000,0.000,0
72,2,0.000,0.033,0.892,0.072,0.003,0.000,0
72,3,0.000,0.001,0.055,0.910,0.034,0.000,0
72,4,0.000,0.000,0.003,0.085,0.912,0.000,0
72,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,0,0.928,0.069,0.000,0.003,0.000,0.000,0
73,1,0.010,0.944,0.045,0.001,0.000,0.000,0
73,2,0.000,0.015,0.949,0.036,0.001,0.000,0
73,3,0.000,0.000,0.028,0.956,0.015,0.000,0
73,4,0.000,0.000,0.000,0.038,0.962,0.000,0
73,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,0,0.839,0.158,0.003,0.000,0.000,0.000,0
74,1,0.044,0.822,0.129,0.006,0.000,0.000,0
74,2,0.004,0.091,0.827,0.076,0.003,0.000,0
74,3,0.000,0.002,0.131,0.828,0.038,0.000,0
74,4,0.000,0.000,0.019,0.149,0.832,0.000,0
74,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,0,0.910,0.090,0.000,0.000,0.000,0.000,0
75,1,0.039,0.904,0.054,0.003,0.000,0.000,0
75,2,0.003,0.065,0.892,0.039,0.001,0.000,0
75,3,0.000,0.005,0.117,0.860,0.019,0.000,0
75,4,0.000,0.000,0.012,0.143,0.844,0.000,0
75,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,0,0.943,0.057,0.000,0.000,0.000,0.000,0
76,1,0.025,0.940,0.034,0.001,0.000,0.000,0
76,2,0.000,0.042,0.930,0.029,0.000,0.000,0
76,3,0.000,0.002,0.061,0.926,0.011,0.000,0
76,4,0.000,0.000,0.007,0.095,0.898,0.000,0
76,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,0,0.886,0.111,0.003,0.000,0.000,0.000,0
77,1,0.106,0.825,0.070,0.000,0.000,0.000,0
77,2,0.008,0.185,0.758,0.048,0.001,0.000,0
77,3,0.003,0.034,0.248,0.698,0.018,0.000,0
77,4,0.000,0.007,0.065,0.299,0.629,0.000,0
77,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,0,0.857,0.137,0.006,0.000,0.000,0.000,0
78,1,0.028,0.863,0.105,0.004,0.000,0.000,0
78,2,0.000,0.080,0.846,0.073,0.001,0.000,0
78,3,0.000,0.005,0.111,0.858,0.026,0.000,0
78,4,0.000,0.000,0.005,0.168,0.827,0.000,0
78,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,0,0.887,0.104,0.009,0.000,0.000,0.000,0
79,1,0.011,0.897,0.089,0.004,0.000,0.000,0
79,2,0.000,0.031,0.906,0.062,0.001,0.000,0
79,3,0.000,0.000,0.045,0.932,0.023,0.000,0
79,4,0.000,0.000,0.000,0.058,0.942,0.000,0
79,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,0,0.909,0.089,0.002,0.000,0.000,0.000,0
80,1,0.071,0.857,0.072,0.001,0.000,0.000,0
80,2,0.002,0.139,0.814,0.044,0.001,0.000,0
80,3,0.000,0.019,0.186,0.773,0.022,0.000,0
80,4,0.000,0.000,0.044,0.260,0.696,0.000,0
80,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,0,0.918,0.078,0.004,0.000,0.000,0.000,0
81,1,0.023,0.927,0.050,0.000,0.000,0.000,0
81,2,0.002,0.050,0.913,0.035,0.000,0.000,0
81,3,0.000,0.001,0.074,0.910,0.015,0.000,0
81,4,0.000,0.000,0.012,0.113,0.875,0.000,0
81,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,0,0.938,0.056,0.006,0.000,0.000,0.000,0
82,1,0.018,0.936,0.046,0.001,0.000,0.000,0
82,2,0.001,0.044,0.923,0.031,0.001,0.000,0
82,3,0.000,0.002,0.043,0.943,0.011,0.000,0
82,4,0.000,0.000,0.000,0.056,0.944,0.000,0
82,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,0,0.751,0.225,0.025,0.000,0.000,0.000,0
83,1,0.064,0.783,0.145,0.007,0.000,0.000,0
83,2,0.004,0.104,0.787,0.100,0.005,0.000,0
83,3,0.000,0.009,0.168,0.757,0.065,0.000,0
83,4,0.000,0.000,0.024,0.193,0.783,0.000,0
83,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,0,0.905,0.091,0.004,0.000,0.000,0.000,0
84,1,0.026,0.902,0.069,0.003,0.000,0.000,0
84,2,0.002,0.052,0.903,0.042,0.001,0.000,0
84,3,0.000,0.001,0.077,0.895,0.027,0.000,0
84,4,0.000,0.000,0.005,0.034,0.961,0.000,0
84,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,0,0.966,0.034,0.000,0.000,0.000,0.000,0
85,1,0.014,0.951,0.035,0.000,0.000,0.000,0
85,2,0.000,0.027,0.951,0.022,0.000,0.000,0
85,3,0.000,0.001,0.048,0.942,0.008,0.000,0
85,4,0.000,0.000,0.000,0.050,0.950,0.000,0
85,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,0,0.810,0.167,0.023,0.000,0.000,0.000,0
86,1,0.048,0.812,0.130,0.009,0.000,0.000,0
86,2,0.002,0.082,0.820,0.094,0.002,0.000,0
86,3,0.000,0.007,0.129,0.811,0.053,0.000,0
86,4,0.000,0.000,0.005,0.205,0.790,0.000,0
86,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,0,0.916,0.082,0.002,0.000,0.000,0.000,0
87,1,0.027,0.912,0.059,0.002,0.000,0.000,0
87,2,0.002,0.062,0.890,0.045,0.001,0.000,0
87,3,0.001,0.002,0.107,0.867,0.023,0.000,0
87,4,0.000,0.000,0.004,0.128,0.867,0.000,0
87,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,0,0.966,0.034,0.000,0.000,0.000,0.000,0
88,1,0.011,0.966,0.023,0.000,0.000,0.000,0
88,2,0.000,0.017,0.970,0.013,0.000,0.000,0
88,3,0.000,0.001,0.035,0.960,0.004,0.000,0
88,4,0.000,0.000,0.000,0.064,0.936,0.000,0
88,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,0,0.749,0.230,0.021,0.000,0.000,0.000,0
89,1,0.053,0.779,0.155,0.013,0.000,0.000,0
89,2,0.002,0.118,0.779,0.099,0.003,0.000,0
89,3,0.000,0.010,0.192,0.744,0.053,0.000,0
89,4,0.000,0.000,0.014,0.248,0.738,0.000,0
89,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,0,0.929,0.071,0.000,0.000,0.000,0.000,0
90,1,0.039,0.904,0.056,0.002,0.000,0.000,0
90,2,0.002,0.085,0.886,0.028,0.000,0.000,0
90,3,0.000,0.004,0.094,0.881,0.021,0.000,0
90,4,0.000,0.000,0.005,0.108,0.887,0.000,0
90,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,0,0.897,0.099,0.004,0.000,0.000,0.000,0
91,1,0.015,0.920,0.063,0.001,0.000,0.000,0
91,2,0.001,0.037,0.916,0.046,0.000,0.000,0
91,3,0.000,0.002,0.040,0.939,0.018,0.000,0
91,4,0.000,0.000,0.000,0.029,0.971,0.000,0
91,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,0,0.837,0.147,0.016,0.000,0.000,0.000,0
92,1,0.047,0.824,0.123,0.006,0.001,0.000,0
92,2,0.004,0.087,0.815,0.091,0.003,0.000,0
92,3,0.000,0.011,0.139,0.810,0.040,0.000,0
92,4,0.000,0.000,0.036,0.154,0.810,0.000,0
92,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,0,0.927,0.069,0.004,0.000,0.000,0.000,0
93,1,0.011,0.939,0.050,0.001,0.000,0.000,0
93,2,0.000,0.023,0.943,0.034,0.000,0.000,0
93,3,0.000,0.001,0.042,0.946,0.011,0.000,0
93,4,0.000,0.000,0.000,0.027,0.973,0.000,0
93,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,0,0.968,0.028,0.005,0.000,0.000,0.000,0
94,1,0.005,0.958,0.037,0.000,0.000,0.000,0
94,2,0.000,0.006,0.968,0.026,0.000,0.000,0
94,3,0.000,0.000,0.011,0.978,0.011,0.000,0
94,4,0.000,0.000,0.000,0.013,0.987,0.000,0
94,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,0,0.686,0.279,0.030,0.005,0.000,0.000,0
95,1,0.050,0.715,0.211,0.023,0.001,0.000,0
95,2,0.002,0.094,0.764,0.133,0.007,0.000,0
95,3,0.000,0.011,0.172,0.747,0.071,0.000,0
95,4,0.000,0.004,0.025,0.202,0.769,0.000,0
95,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,0,0.818,0.173,0.008,0.000,0.000,0.000,0
96,1,0.008,0.881,0.106,0.005,0.000,0.000,0
96,2,0.000,0.015,0.899,0.085,0.002,0.000,0
96,3,0.000,0.000,0.020,0.928,0.052,0.000,0
96,4,0.000,0.000,0.000,0.041,0.959,0.000,0
96,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,0,0.914,0.086,0.000,0.000,0.000,0.000,0
97,1,0.011,0.913,0.076,0.001,0.000,0.000,0
97,2,0.000,0.016,0.945,0.039,0.000,0.000,0
97,3,0.000,0.001,0.031,0.943,0.026,0.000,0
97,4,0.000,0.000,0.000,0.025,0.975,0.000,0
97,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,0,0.720,0.250,0.030,0.000,0.000,0.000,0
98,1,0.033,0.785,0.173,0.009,0.000,0.000,0
98,2,0.002,0.055,0.811,0.126,0.006,0.000,0
98,3,0.001,0.002,0.077,0.850,0.070,0.000,0
98,4,0.000,0.000,0.012,0.134,0.855,0.000,0
98,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,0,0.858,0.135,0.008,0.000,0.000,0.000,0
99,1,0.018,0.894,0.084,0.004,0.001,0.000,0
99,2,0.000,0.030,0.906,0.063,0.001,0.000,0
99,3,0.000,0.000,0.052,0.923,0.025,0.000,0
99,4,0.000,0.000,0.003,0.072,0.926,0.000,0
99,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,0,0.872,0.119,0.008,0.000,0.000,0.000,0
100,1,0.008,0.902,0.086,0.004,0.000,0.000,0
100,2,0.000,0.017,0.925,0.056,0.002,0.000,0
100,3,0.000,0.000,0.027,0.941,0.032,0.000,0
100,4,0.000,0.000,0.000,0.038,0.962,0.000,0
100,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,0,0.652,0.317,0.032,0.000,0.000,0.000,0
101,1,0.039,0.727,0.211,0.022,0.002,0.000,0
101,2,0.002,0.089,0.754,0.149,0.006,0.000,0
101,3,0.000,0.004,0.102,0.806,0.088,0.000,0
101,4,0.000,0.000,0.014,0.197,0.789,0.000,0
101,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,0,0.778,0.185,0.037,0.000,0.000,0.000,0
102,1,0.011,0.814,0.162,0.013,0.000,0.000,0
102,2,0.000,0.028,0.853,0.115,0.003,0.000,0
102,3,0.000,0.001,0.050,0.881,0.068,0.000,0
102,4,0.000,0.000,0.000,0.058,0.942,0.000,0
102,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,0,0.816,0.184,0.000,0.000,0.000,0.000,0
103,1,0.008,0.890,0.098,0.004,0.000,0.000,0
103,2,0.000,0.017,0.903,0.079,0.001,0.000,0
103,3,0.000,0.000,0.016,0.942,0.042,0.000,0
103,4,0.000,0.000,0.000,0.036,0.964,0.000,0
103,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,0,0.728,0.228,0.044,0.000,0.000,0.000,0
104,1,0.045,0.724,0.210,0.021,0.000,0.000,0
104,2,0.002,0.069,0.785,0.139,0.005,0.000,0
104,3,0.000,0.004,0.116,0.810,0.071,0.000,0
104,4,0.000,0.000,0.008,0.157,0.835,0.000,0
104,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,0,0.823,0.156,0.021,0.000,0.000,0.000,0
105,1,0.006,0.859,0.130,0.005,0.000,0.000,0
105,2,0.000,0.021,0.883,0.094,0.002,0.000,0
105,3,0.000,0.000,0.033,0.920,0.048,0.000,0
105,4,0.000,0.000,0.000,0.060,0.940,0.000,0
105,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,0,0.926,0.074,0.000,0.000,0.000,0.000,0
106,1,0.010,0.930,0.059,0.001,0.000,0.000,0
106,2,0.000,0.013,0.943,0.043,0.001,0.000,0
106,3,0.000,0.000,0.028,0.944,0.028,0.000,0
106,4,0.000,0.000,0.000,0.028,0.972,0.000,0
106,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,0,0.731,0.244,0.025,0.000,0.000,0.000,0
107,1,0.037,0.772,0.180,0.011,0.000,0.000,0
107,2,0.002,0.095,0.781,0.118,0.004,0.000,0
107,3,0.000,0.007,0.135,0.804,0.055,0.000,0
107,4,0.000,0.000,0.018,0.166,0.815,0.000,0
107,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,0,0.709,0.256,0.034,0.000,0.000,0.000,0
108,1,0.016,0.786,0.181,0.016,0.001,0.000,0
108,2,0.000,0.025,0.839,0.132,0.004,0.000,0
108,3,0.000,0.000,0.048,0.879,0.073,0.000,0
108,4,0.000,0.000,0.003,0.063,0.934,0.000,0
108,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,0,0.895,0.105,0.000,0.000,0.000,0.000,0
109,1,0.012,0.896,0.089,0.003,0.000,0.000,0
109,2,0.000,0.022,0.921,0.056,0.001,0.000,0
109,3,0.000,0.001,0.042,0.929,0.028,0.000,0
109,4,0.000,0.000,0.001,0.041,0.958,0.000,0
109,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,0,0.806,0.183,0.011,0.000,0.000,0.000,0
110,1,0.017,0.811,0.158,0.012,0.002,0.000,0
110,2,0.001,0.058,0.831,0.109,0.002,0.000,0
110,3,0.000,0.003,0.098,0.838,0.061,0.000,0
110,4,0.000,0.000,0.006,0.136,0.858,0.000,0
110,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,0,0.874,0.126,0.000,0.000,0.000,0.000,0
111,1,0.019,0.915,0.063,0.003,0.000,0.000,0
111,2,0.001,0.027,0.925,0.046,0.001,0.000,0
111,3,0.000,0.000,0.041,0.930,0.029,0.000,0
111,4,0.000,0.000,0.000,0.056,0.944,0.000,0
111,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,0,0.910,0.090,0.000,0.000,0.000,0.000,0
112,1,0.008,0.947,0.042,0.003,0.000,0.000,0
112,2,0.001,0.039,0.924,0.035,0.001,0.000,0
112,3,0.000,0.001,0.048,0.926,0.025,0.000,0
112,4,0.000,0.000,0.004,0.055,0.942,0.000,0
112,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,0,0.816,0.184,0.000,0.000,0.000,0.000,0
113,1,0.031,0.811,0.150,0.009,0.000,0.000,0
113,2,0.001,0.074,0.821,0.100,0.004,0.000,0
113,3,0.000,0.002,0.126,0.825,0.047,0.000,0
113,4,0.000,0.000,0.015,0.137,0.848,0.000,0
113,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,0,0.819,0.160,0.021,0.000,0.000,0.000,0
114,1,0.023,0.846,0.125,0.006,0.000,0.000,0
114,2,0.000,0.039,0.878,0.079,0.004,0.000,0
114,3,0.000,0.002,0.047,0.893,0.058,0.000,0
114,4,0.000,0.000,0.004,0.093,0.903,0.000,0
114,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,0,0.914,0.086,0.000,0.000,0.000,0.000,0
115,1,0.001,0.923,0.075,0.001,0.000,0.000,0
115,2,0.000,0.001,0.948,0.052,0.000,0.000,0
115,3,0.000,0.000,0.007,0.973,0.019,0.000,0
115,4,0.000,0.000,0.000,0.005,0.995,0.000,0
115,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,0,0.744,0.244,0.012,0.000,0.000,0.000,0
116,1,0.013,0.758,0.213,0.016,0.000,0.000,0
116,2,0.001,0.032,0.822,0.141,0.004,0.000,0
116,3,0.000,0.001,0.048,0.876,0.075,0.000,0
116,4,0.000,0.000,0.002,0.065,0.933,0.000,0
116,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,0,0.904,0.096,0.000,0.000,0.000,0.000,0
117,1,0.005,0.882,0.111,0.002,0.000,0.000,0
117,2,0.000,0.011,0.914,0.074,0.001,0.000,0
117,3,0.000,0.000,0.022,0.935,0.043,0.000,0
117,4,0.000,0.000,0.000,0.039,0.961,0.000,0
117,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,0,0.855,0.130,0.014,0.000,0.000,0.000,0
118,1,0.004,0.873,0.119,0.004,0.000,0.000,0
118,2,0.000,0.012,0.915,0.071,0.001,0.000,0
118,3,0.000,0.000,0.013,0.953,0.034,0.000,0
118,4,0.000,0.000,0.000,0.023,0.977,0.000,0
118,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,0,0.656,0.311,0.016,0.016,0.000,0.000,0
119,1,0.011,0.736,0.245,0.008,0.000,0.000,0
119,2,0.001,0.037,0.795,0.162,0.005,0.000,0
119,3,0.000,0.001,0.060,0.860,0.079,0.000,0
119,4,0.000,0.000,0.003,0.101,0.896,0.000,0
119,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,0,0.804,0.196,0.000,0.000,0.000,0.000,0
120,1,0.009,0.849,0.136,0.005,0.000,0.000,0
120,2,0.000,0.014,0.890,0.093,0.002,0.000,0
120,3,0.000,0.000,0.021,0.931,0.048,0.000,0
120,4,0.000,0.000,0.001,0.034,0.965,0.000,0
120,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,0,0.951,0.049,0.000,0.000,0.000,0.000,0
121,1,0.000,0.944,0.056,0.000,0.000,0.000,0
121,2,0.000,0.000,0.957,0.043,0.000,0.000,0
121,3,0.000,0.000,0.000,0.984,0.016,0.000,0
121,4,0.000,0.000,0.000,0.000,1.000,0.000,0
121,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,0,0.923,0.051,0.000,0.026,0.000,0.000,0
122,1,0.014,0.708,0.254,0.022,0.003,0.000,0
122,2,0.000,0.030,0.814,0.147,0.009,0.000,0
122,3,0.000,0.000,0.046,0.873,0.081,0.000,0
122,4,0.000,0.001,0.001,0.074,0.925,0.000,0
122,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,0,0.854,0.146,0.000,0.000,0.000,0.000,0
123,1,0.007,0.882,0.111,0.000,0.000,0.000,0
123,2,0.000,0.026,0.912,0.060,0.002,0.000,0
123,3,0.000,0.000,0.019,0.951,0.030,0.000,0
123,4,0.000,0.000,0.000,0.043,0.957,0.000,0
123,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,0,0.919,0.081,0.000,0.000,0.000,0.000,0
124,1,0.003,0.974,0.023,0.000,0.000,0.000,0
124,2,0.000,0.013,0.970,0.017,0.000,0.000,0
124,3,0.000,0.000,0.018,0.970,0.012,0.000,0
124,4,0.000,0.000,0.001,0.013,0.986,0.000,0
124,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,0,0.657,0.314,0.029,0.000,0.000,0.000,0
125,1,0.044,0.752,0.188,0.016,0.000,0.000,0
125,2,0.001,0.099,0.772,0.126,0.002,0.000,0
125,3,0.000,0.006,0.149,0.780,0.065,0.000,0
125,4,0.000,0.001,0.019,0.206,0.774,0.000,0
125,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,0,0.868,0.132,0.000,0.000,0.000,0.000,0
126,1,0.015,0.913,0.072,0.000,0.000,0.000,0
126,2,0.001,0.043,0.924,0.032,0.001,0.000,0
126,3,0.000,0.002,0.061,0.916,0.021,0.000,0
126,4,0.000,0.000,0.001,0.076,0.923,0.000,0
126,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,0,1.000,0.000,0.000,0.000,0.000,0.000,0
127,1,0.000,0.936,0.064,0.000,0.000,0.000,0
127,2,0.000,0.011,0.962,0.028,0.000,0.000,0
127,3,0.000,0.000,0.016,0.968,0.015,0.000,0
127,4,0.000,0.000,0.000,0.017,0.983,0.000,0
127,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,0,0.800,0.200,0.000,0.000,0.000,0.000,0
128,1,0.058,0.832,0.105,0.005,0.000,0.000,0
128,2,0.003,0.101,0.813,0.082,0.001,0.000,0
128,3,0.000,0.011,0.168,0.779,0.042,0.000,0
128,4,0.000,0.002,0.024,0.228,0.746,0.000,0
128,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,0,0.885,0.098,0.016,0.000,0.000,0.000,0
129,1,0.021,0.830,0.143,0.006,0.000,0.000,0
129,2,0.000,0.036,0.872,0.091,0.001,0.000,0
129,3,0.000,0.001,0.056,0.901,0.043,0.000,0
129,4,0.000,0.000,0.002,0.079,0.919,0.000,0
