Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
129,5,0.000,0.000,0.000,0.013,0.139,0.848,0
129,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,0,0.870,0.130,0.000,0.000,0.000,0.000,0
130,1,0.000,0.926,0.070,0.005,0.000,0.000,0
130,2,0.000,0.014,0.926,0.057,0.002,0.000,0
130,3,0.000,0.001,0.033,0.933,0.033,0.000,0
130,4,0.000,0.000,0.001,0.056,0.927,0.016,0
130,5,0.000,0.000,0.000,0.000,0.058,0.942,0
130,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131,0,0.700,0.300,0.000,0.000,0.000,0.000,0
131,1,0.167,0.674,0.144,0.014,0.000,0.000,0
131,2,0.030,0.254,0.610,0.097,0.009,0.000,0
131,3,0.007,0.085,0.333,0.517,0.057,0.001,0
131,4,0.001,0.030,0.139,0.416,0.385,0.030,0
131,5,0.000,0.007,0.065,0.209,0.414,0.305,0
131,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132,0,0.921,0.079,0.000,0.000,0.000,0.000,0
132,1,0.060,0.884,0.055,0.002,0.000,0.000,0
132,2,0.006,0.131,0.818,0.045,0.001,0.000,0
132,3,0.001,0.014,0.169,0.790,0.026,0.000,0
132,4,0.000,0.001,0.022,0.221,0.737,0.019,0
132,5,0.000,0.000,0.000,0.051,0.322,0.627,0
132,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133,0,0.904,0.096,0.000,0.000,0.000,0.000,0
133,1,0.018,0.884,0.095,0.003,0.000,0.000,0
133,2,0.001,0.055,0.865,0.078,0.001,0.000,0
133,3,0.001,0.002,0.065,0.881,0.052,0.000,0
133,4,0.000,0.000,0.005,0.105,0.871,0.019,0
133,5,0.000,0.000,0.000,0.000,0.133,0.867,0
133,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134,0,0.922,0.070,0.008,0.000,0.000,0.000,0
134,1,0.177,0.770,0.053,0.000,0.000,0.000,0
134,2,0.040,0.299,0.625,0.034,0.001,0.000,0
134,3,0.010,0.090,0.372,0.513,0.015,0.000,0
134,4,0.000,0.017,0.159,0.397,0.425,0.002,0
134,5,0.000,0.013,0.037,0.225,0.406,0.319,0
134,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135,0,0.935,0.065,0.000,0.000,0.000,0.000,0
135,1,0.079,0.881,0.040,0.000,0.000,0.000,0
135,2,0.012,0.140,0.814,0.034,0.001,0.000,0
135,3,0.001,0.014,0.198,0.772,0.016,0.000,0
135,4,0.002,0.000,0.024,0.216,0.747,0.011,0
135,5,0.000,0.000,0.000,0.057,0.170,0.774,0
135,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136,0,0.952,0.041,0.007,0.000,0.000,0.000,0
136,1,0.011,0.949,0.040,0.000,0.000,0.000,0
136,2,0.000,0.026,0.943,0.031,0.000,0.000,0
136,3,0.000,0.002,0.038,0.938,0.023,0.000,0
136,4,0.000,0.000,0.000,0.057,0.937,0.005,0
136,5,0.000,0.000,0.000,0.000,0.109,0.891,0
136,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137,0,0.917,0.078,0.005,0.000,0.000,0.000,0
137,1,0.363,0.602,0.035,0.000,0.000,0.000,0
137,2,0.129,0.459,0.400,0.013,0.000,0.000,0
137,3,0.060,0.256,0.427,0.250,0.007,0.000,0
137,4,0.029,0.139,0.345,0.348,0.139,0.000,0
137,5,0.000,0.116,0.163,0.349,0.279,0.093,0
137,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138,0,0.951,0.049,0.001,0.000,0.000,0.000,0
138,1,0.080,0.880,0.040,0.000,0.000,0.000,0
138,2,0.007,0.155,0.814,0.025,0.000,0.000,0
138,3,0.000,0.022,0.203,0.767,0.009,0.000,0
138,4,0.000,0.000,0.000,0.222,0.778,0.000,0
138,5,0.000,0.000,0.000,0.250,0.250,0.500,0
138,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139,0,0.983,0.017,0.000,0.000,0.000,0.000,0
139,1,0.055,0.929,0.016,0.000,0.000,0.000,0
139,2,0.002,0.093,0.894,0.011,0.000,0.000,0
139,3,0.003,0.010,0.135,0.845,0.008,0.000,0
139,4,0.000,0.000,0.033,0.180,0.787,0.000,0
139,5,0.000,0.000,0.000,0.000,0.500,0.500,0
139,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,0,0.968,0.032,0.000,0.000,0.000,0.000,0
140,1,0.237,0.740,0.022,0.000,0.000,0.000,0
140,2,0.066,0.379,0.548,0.007,0.000,0.000,0
140,3,0.019,0.152,0.412,0.409,0.008,0.000,0
140,4,0.000,0.038,0.115,0.596,0.250,0.000,0
140,5,0.000,0.000,0.000,0.000,1.000,0.000,0
140,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141,0,0.968,0.032,0.000,0.000,0.000,0.000,0
141,1,0.105,0.870,0.025,0.000,0.000,0.000,0
141,2,0.016,0.175,0.801,0.008,0.000,0.000,0
141,3,0.005,0.026,0.238,0.714,0.016,0.000,0
141,4,0.000,0.000,0.118,0.235,0.647,0.000,0
141,5,0.000,0.000,0.000,0.000,0.000,0.000,0
141,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142,0,1.000,0.000,0.000,0.000,0.000,0.000,0
142,1,0.049,0.951,0.000,0.000,0.000,0.000,0
142,2,0.001,0.100,0.898,0.000,0.000,0.000,0
142,3,0.000,0.000,0.137,0.863,0.000,0.000,0
142,4,0.000,0.000,0.000,0.143,0.857,0.000,0
142,5,0.000,0.000,0.000,0.000,0.000,0.000,0
142,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143,0,0.941,0.056,0.003,0.000,0.000,0.000,0
143,1,0.279,0.685,0.035,0.001,0.000,0.000,0
143,2,0.073,0.417,0.489,0.020,0.000,0.000,0
143,3,0.016,0.195,0.438,0.336,0.016,0.000,0
143,4,0.000,0.000,0.250,0.500,0.250,0.000,0
143,5,0.000,0.000,0.000,0.000,0.000,0.000,0
143,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144,0,0.976,0.024,0.000,0.000,0.000,0.000,0
144,1,0.086,0.898,0.015,0.000,0.000,0.000,0
144,2,0.002,0.143,0.838,0.016,0.000,0.000,0
144,3,0.000,0.030,0.242,0.697,0.030,0.000,0
144,4,0.000,0.000,0.000,0.000,1.000,0.000,0
144,5,0.000,0.000,0.000,0.000,0.000,0.000,0
144,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
