Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
128,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,0,0.935,0.065,0.000,0.000,0.000,0.000,0
129,1,0.033,0.922,0.046,0.000,0.000,0.000,0
129,2,0.001,0.063,0.918,0.017,0.000,0.000,0
129,3,0.000,0.002,0.100,0.897,0.000,0.000,0
129,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,0,0.922,0.074,0.004,0.000,0.000,0.000,0
130,1,0.010,0.963,0.027,0.000,0.000,0.000,0
130,2,0.000,0.017,0.964,0.019,0.000,0.000,0
130,3,0.000,0.000,0.034,0.966,0.000,0.000,0
130,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
130,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131,0,0.863,0.137,0.000,0.000,0.000,0.000,0
131,1,0.185,0.740,0.072,0.003,0.000,0.000,0
131,2,0.048,0.339,0.586,0.027,0.000,0.000,0
131,3,0.007,0.110,0.380,0.502,0.000,0.000,0
131,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
131,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132,0,0.924,0.070,0.005,0.000,0.000,0.000,0
132,1,0.061,0.889,0.048,0.002,0.000,0.000,0
132,2,0.005,0.116,0.851,0.027,0.000,0.000,0
132,3,0.000,0.010,0.157,0.833,0.000,0.000,0
132,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
132,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133,0,0.986,0.014,0.000,0.000,0.000,0.000,0
133,1,0.021,0.963,0.016,0.000,0.000,0.000,0
133,2,0.001,0.036,0.953,0.010,0.000,0.000,0
133,3,0.000,0.000,0.042,0.958,0.000,0.000,0
133,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
133,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134,0,0.920,0.079,0.001,0.000,0.000,0.000,0
134,1,0.201,0.768,0.030,0.001,0.000,0.000,0
134,2,0.045,0.314,0.625,0.016,0.000,0.000,0
134,3,0.018,0.126,0.388,0.468,0.000,0.000,0
134,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
134,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135,0,0.966,0.033,0.001,0.000,0.000,0.000,0
135,1,0.067,0.914,0.019,0.000,0.000,0.000,0
135,2,0.002,0.123,0.866,0.009,0.000,0.000,0
135,3,0.000,0.010,0.179,0.812,0.000,0.000,0
135,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
135,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136,0,0.996,0.004,0.000,0.000,0.000,0.000,0
136,1,0.036,0.958,0.005,0.000,0.000,0.000,0
136,2,0.000,0.056,0.942,0.002,0.000,0.000,0
136,3,0.000,0.000,0.101,0.899,0.000,0.000,0
136,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
136,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137,0,0.949,0.050,0.001,0.000,0.000,0.000,0
137,1,0.336,0.647,0.017,0.000,0.000,0.000,0
137,2,0.104,0.452,0.437,0.007,0.000,0.000,0
137,3,0.029,0.227,0.463,0.281,0.000,0.000,0
137,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
137,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138,0,0.985,0.015,0.000,0.000,0.000,0.000,0
138,1,0.139,0.848,0.014,0.000,0.000,0.000,0
138,2,0.017,0.201,0.778,0.004,0.000,0.000,0
138,3,0.013,0.013,0.312,0.662,0.000,0.000,0
138,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
138,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139,0,0.993,0.007,0.000,0.000,0.000,0.000,0
139,1,0.057,0.938,0.005,0.000,0.000,0.000,0
139,2,0.002,0.104,0.891,0.003,0.000,0.000,0
139,3,0.000,0.000,0.148,0.852,0.000,0.000,0
139,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
139,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,0,0.974,0.026,0.000,0.000,0.000,0.000,0
140,1,0.298,0.693,0.009,0.000,0.000,0.000,0
140,2,0.086,0.459,0.452,0.002,0.000,0.000,0
140,3,0.021,0.188,0.458,0.333,0.000,0.000,0
140,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
140,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141,0,0.992,0.008,0.000,0.000,0.000,0.000,0
141,1,0.092,0.901,0.007,0.000,0.000,0.000,0
141,2,0.003,0.110,0.876,0.010,0.000,0.000,0
141,3,0.000,0.000,0.235,0.765,0.000,0.000,0
141,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
141,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142,0,0.991,0.009,0.000,0.000,0.000,0.000,0
142,1,0.035,0.959,0.005,0.000,0.000,0.000,0
142,2,0.000,0.093,0.896,0.011,0.000,0.000,0
142,3,0.000,0.000,0.188,0.813,0.000,0.000,0
142,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
142,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143,0,0.988,0.012,0.000,0.000,0.000,0.000,0
143,1,0.371,0.623,0.006,0.000,0.000,0.000,0
143,2,0.126,0.427,0.443,0.004,0.000,0.000,0
143,3,0.000,0.188,0.438,0.375,0.000,0.000,0
143,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
143,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144,0,0.988,0.012,0.000,0.000,0.000,0.000,0
144,1,0.116,0.878,0.006,0.000,0.000,0.000,0
144,2,0.008,0.180,0.813,0.000,0.000,0.000,0
144,3,0.000,0.000,0.143,0.857,0.000,0.000,0
144,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
144,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
